Title,Box Office,Average Price,Average Attendance,year
我，就是风!,1335,34.65935195505618,39.48314606741573,2024
戒烟不戒酒,683,33.004826,15.0,2011
战国,7597,33.728504,19.0,2011
战斗民族养成记,806,33.661243,3.0,2019
战火中的芭蕾,1210,43.553055,51.0,2015
战犬瑞克斯,671,29.937794000000004,3.0,2018
战狼,54360,34.307503,25.0,2015
战狼2,569309,35.60719899264898,37.956243446002084,2017
战略特勤组,2955,31.716282,22.0,2011
战神纪,3808,35.245804,5.0,2018
战马,11893,33.18222,23.0,2012
战鸽总动员,1,28.4,50.0,2011
戴假发的人,421,35.447746,1.0,2024
房不剩防,372,27.30842,8.0,2011
所以……和黑粉结婚了,8092,29.461582,14.0,2016
扑蝶,79,33.00384,14.0,2020
扑通扑通我的人生,558,30.231990000000003,4.0,2015
打工老板,55,35.669914,28.0,2014
打过长江去,2193,39.349026,31.0,2019
打铁花行动,290,39.261703,27.0,2025
托马斯和朋友们：多多岛之迷失宝藏,1792,28.669664,13.0,2016
托马斯大电影之世界探险记,1959,32.622383,7.0,2019
托马斯大电影之了不起的比赛,2144,29.414534,8.0,2017
扫毒,23737,32.004,22.0,2013
扫毒2天地对决,131288,36.39498874450063,16.062519042105905,2019
扫毒3：人在天涯,28478,41.739716,14.0,2023
扫黑·决不放弃,19264,39.77679,4.0,2024
扫黑·决战,40548,33.7001,9.0,2021
扫黑行动,17426,39.301,3.0,2022
扬名立万,92669,38.03331727967282,6.99216566489333,2021
找到你,28528,31.810467,9.0,2018
抓娃娃,332748,41.382744,14.0,2024
投名状,2,21.714285,175.0,2011
折翼的天使,145,34.80467,27.0,2025
抢劫坚果店,3622,31.03485542904473,15.0,2014
抢红,1626,29.046957,4.0,2017
报应,805,28.52478,12.0,2011
抵达之谜,2538,30.131248,4.0,2020
拆弹专家,40055,32.502678,20.0,2017
拆弹专家2,131473,38.661888241570516,12.12223041993413,2020
拆散专家,526,33.570477,5.0,2014
拨浪鼓咚咚响,189,36.024742,2.0,2023
拯救大明星,433,33.212772,4.0,2014
拯救嫌疑人,56957,41.73311,5.0,2023
拯救甜甜圈：时空大营救,3838,37.438282,7.0,2021
拯救第365天,126,32.377575,5.0,2012
拿破仑,2789,41.220093,5.0,2023
指挥家,137,36.820118,1.0,2021
指环王：双塔奇兵,5055,38.76551,5.0,2021
指环王：护戒使者,6080,38.068882,5.0,2021
指环王：洛汗之战,4,52.70223,3.0,2025
指环王：王者无敌,3375,39.928894,6.0,2021
指甲刀人魔,451,30.1133,2.0,2017
挑战,373,39.064266,2.0,2024
挑战者联盟,595,33.445747,6.0,2014
挪威的森林,252,32.351013,6.0,2011
捉妖学院,1349,88.92585123795405,56.54040029651594,2019
捉妖记,243614,37.16645262436477,41.97857266002775,2015
捉妖记2,223715,38.315212,44.0,2018
捉迷藏,7137,31.03359,9.0,2016
捍卫者,1033,30.782995,9.0,2017
排球少年!! 垃圾场决战,12931,39.02049,3.0,2024
掠夺者,414,28.454407,4.0,2016
掠食城市,5053,36.035652,6.0,2019
探探猫人鱼公主,564,33.290833,4.0,2021
探灵档案,334,29.605139,5.0,2015
控制,4358,31.361536000000005,11.0,2013
推拿,1076,41.59432,14.0,2014
推理笔记,1023,27.815434,3.0,2017
掬水月在手,778,37.399235,5.0,2020
提着心，吊着胆,1369,31.811987,7.0,2017
插翅难飞,128,39.30964,1.0,2025
援藏日记,200,40.69378,0.0,2025
搜救,2000,37.09931,1.0,2022
搜索,17309,32.774773,23.0,2012
搞定岳父大人,1748,29.742376,11.0,2012
摆渡人,48256,32.91698308554377,21.09814323607427,2016
摇滚藏獒,3953,30.400497,16.0,2016
摇滚藏獒：乘风破浪,147,32.712666,1.0,2023
摇滚藏獒：蓝色光芒,224,31.957817,1.0,2021
摇滚诗人:未知的传奇,111,43.242992,1.0,2025
摔跤吧！爸爸,129926,30.073833,22.0,2017
摘金奇缘,1149,34.025753,3.0,2018
摩天营救,66981,35.184887,18.0,2018
摩尔庄园2：海妖宝藏,2483,32.90049,14.0,2012
摩尔庄园3：魔幻列车大冒险,885,33.134697,7.0,2015
摩尔庄园冰世纪,1733,27.37712747143682,15.956722446624351,2011
摩登年代,6835,29.525103,15.0,2013
摩登森林之美食总动员,208,28.795588000000002,7.0,2014
摩纳哥王妃,2607,32.885765,10.0,2014
撒娇女人最好命,22996,33.354717,16.0,2014
撞死了一只羊,1039,38.23627,7.0,2019
撞邪31号,236,27.254335,4.0,2017
擒爱记,398,29.956316,7.0,2012
擦枪走火,551,30.098688000000003,4.0,2015
攀枝花红了,10,34.243504,10.0,2025
攀登者,110408,37.01098214469965,22.204794942395477,2019
攻壳机动队,21709,36.67785093657009,8.52890506241651,2017
放心去飞,461,24.996567,121.0,2015
放手爱,187,29.211557,3.0,2014
放牛班的春天,797,35.19633252195734,1.2973651191969886,2022
放飞理想,498,35.06086,134.0,2015
敏感事件,229,26.82427,8.0,2011
救火英雄,7737,32.958994372495795,15.054930851751324,2013
敢死队,161,25.997775999999998,18.0,2012
敢死队2,33157,32.571957,26.0,2012
敢死队3,45273,32.3653,23.0,2014
敢死队4：最终章,15732,34.362057,4.0,2023
敦刻尔克,33993,34.242638,12.0,2017
敦煌不了情,559,28.604988,20.0,2018
敦煌女儿（戏曲 沪剧）,75,44.980556,5.0,2023
数码宝贝02：最初的召唤,1327,38.471146,1.0,2024
数码宝贝：最后的进化,12525,32.35979,6.0,2020
整容日记,8435,30.894207,12.0,2014
整形师·脸,2266,38.05124332612533,95.04545454545455,2016
整编特工,2322,29.061836000000003,16.0,2011
文朝荣,549,36.651188,38.0,2018
文雀,129,24.540833,299.0,2014
斐济99℃爱情,106,28.963165,2.0,2014
斑马总动员,3939,34.844738129220616,15.176186849454176,2014
斗龙战士之星印罗盘,619,26.283575,7.0,2016
断·桥,23251,40.25155,7.0,2022
断片之险途夺宝,5045,34.79299100693756,8.268582755203171,2018
断网,6488,42.05330299999999,3.0,2023
斯大林格勒,7191,39.665012,13.0,2013
新·驯龙高手,83,42.901627,0.0,2025
新乌龙院之笑闹江湖,13098,31.552147,15.0,2018
新喜剧之王,62752,42.58868373525944,24.01120283018868,2019
新大头儿子和小头爸爸2一日成才,9002,28.37451,15.0,2016
新大头儿子和小头爸爸3：俄罗斯奇遇记,15835,33.9569487136091,9.99317966529839,2018
新大头儿子和小头爸爸4完美爸爸,9329,35.960175,5.0,2021
新大头儿子和小头爸爸5：我的外星朋友,8278,36.326763,4.0,2022
新大头儿子和小头爸爸6：迷你大冒险,2823,33.830803,5.0,2024
新大头儿子和小头爸爸之秘密计划,4228,29.14434,16.0,2014
新天生一对,5191,32.08089,21.0,2012
新妈妈再爱我一次,579,30.617672,6.0,2012
新娘大作战,17304,33.251358,21.0,2015
新少林寺,21247,36.15445,34.0,2011
新愚公移山,187,35.21528,5.0,2020
新月魅影,113,27.868166,4.0,2011
新木乃伊,62563,35.19523,16.0,2017
新步步惊心,3216,32.575516,9.0,2015
新灰姑娘,6090,31.46610399310345,12.88768472906404,2018
新灰姑娘2,3161,33.948067,3.0,2022
新猪猪侠大电影·超级赛车,5370,33.831512,5.0,2023
新神榜：哪吒重生,45636,43.811897,14.0,2021
新神榜：杨戬,55553,42.119164,5.0,2022
新蝙蝠侠,16328,37.53076,4.0,2022
新龙门客栈,616,31.49491527922078,9.862012987012987,2012
新龙门客栈（舞台纪录电影·越剧）,622,47.306114647909965,1.982315112540193,2024
旋风九日,1687,35.16878,11.0,2015
无“疯”也起浪,154,36.142536,9.0,2020
无人区,25953,31.284878375447924,20.977112472546526,2013
无价之宝,15989,39.89094320482832,5.5066608293201575,2011
无双,127378,35.562145,15.0,2018
无名,93143,52.47412500000001,17.0,2023
无名之辈,79409,34.601288,12.0,2018
无名故事,43,41.95695,2.0,2022
无处可逃,291,30.595068,5.0,2014
无尽攀登,290,39.185406,3.0,2021
无底洞,99,28.928228,4.0,2011
无所不能,3543,31.527103,8.0,2019
无敌原始人,360,28.15024,3.0,2018
无敌小飞猪,308,28.056318,4.0,2015
无敌破坏王,6380,37.60321,17.0,2012
无敌破坏王2：大闹互联网,27118,35.49529,10.0,2018
无极限之危情速递,728,28.158226,12.0,2011
无界之地,26,25.896973,3.0,2011
无线信号,63,30.436516,18.0,2020
无罪谋杀：科林尼案,441,35.618965,2.0,2021
无问西东,75432,31.431118,18.0,2018
无间罪：僵尸重生,573,28.040049,6.0,2012
既然青春留不住,5010,30.053284,11.0,2015
日不落酒店,2009,33.682774,2.0,2021
日光之下,102,36.345047,2.0,2020
日常幻想指南,2486,33.104042,3.0,2021
日暮·归乡,29,33.015896,1.0,2025
日本沉没,2,25.24917,22.0,2011
旦后,107,55.637535,24.0,2020
早安公主,2027,53.856773,35.0,2019
早春二月,2,51.37147,29.0,2025
早见，晚爱,236,31.630447,6.0,2013
时光恋人,403,30.484972,5.0,2013
时间之子,8751,35.36325,5.0,2025
时间去哪儿了,847,37.170334,7.0,2017
旺卡,5390,38.134742575881255,6.0,2023
昆仑兄弟,557,29.816286000000005,23.0,2019
昆塔：反转星球,5065,33.838528,13.0,2017
昆塔：盒子总动员,1478,32.793816,10.0,2013
昆岗的号角,4,35.0,19.0,2025
昆虫总动员,1594,34.619053,13.0,2014
昆虫总动员2-来自远方的后援军,1645,33.611073,6.0,2019
明天会好的,3056,36.899105,4.0,2021
明天你是否依然爱我,6829,37.006783,7.0,2020
明日世界,11822,33.453327,10.0,2015
明日之战,12390,33.996246,4.0,2021
明日战记,67947,41.25766,7.0,2022
明日边缘,40630,37.811718,24.0,2014
明月几时有,6302,34.353573,9.0,2017
星愿,4244,36.909912,5.0,2023
星月童话,22,51.06891600000001,2.0,2025
星海,19,20.159784,7.0,2011
星溪的三次奇遇,690,33.21080088695652,38.73913043478261,2020
星爸客,76,29.466080000000005,4.0,2013
星球大战外传：侠盗一号,47719,36.65965,13.0,2017
星球大战：原力觉醒,82426,37.234863,24.0,2016
星球大战：天行者崛起,14381,40.28250710882415,7.75884848063417,2019
星球大战：最后的绝地武士,26795,37.0156,14.0,2018
星空,1441,32.422638,14.0,2011
星语心愿之再爱,520,31.412083,4.0,2015
星际宝贝史迪奇,14458,39.812466,4.0,2025
星际探索,2285,33.206535,4.0,2019
星际特工：千星之城,40959,35.130108,15.0,2017
星际穿越,87698,35.37126707890716,30.386302994367032,2014
星际迷航2：暗黑无界,35298,41.185005,23.0,2013
星际迷航3：超越星辰,44022,35.403767,14.0,2016
春天的马拉松,1009,33.308572923686825,18.37561942517344,2018
春娇与志明,7048,32.72316,15.0,2012
春娇救志明,17556,36.020123,16.0,2017
春风梦,3,37.342678,19.0,2025
昨日青空,8383,31.824808000000004,6.0,2018
昼颜,1434,32.227116,5.0,2018
晚秋,6101,30.548494,18.0,2012
普罗旺斯惊魂记,1548,34.57176,9.0,2012
普罗米亚,2014,35.46556,4.0,2021
普罗米修斯,22321,40.05743,23.0,2012
普通男女,118,42.722546,1.0,2023
智取威虎山,88096,41.41292636553305,29.087325190701055,2011
暗夜良人,399,41.29024499999999,6.0,2018
暗恋99天,699,27.868643,9.0,2013
暗恋·橘生淮南,13543,40.07117,3.0,2022
暗杀,4687,31.423589999999997,12.0,2015
暗杀游戏,2104,30.825998,4.0,2016
暗杀风暴,8066,41.748737,7.0,2023
暮光之城,91,28.573229999999995,8.0,2012
暮光之城4：破晓（上）,1866,31.926882,10.0,2012
暴力街区,18733,31.64444,24.0,2014
暴疯语,4480,32.339664,11.0,2015
暴裂无声,5425,32.540737,6.0,2018
暴走吧，女人,188,30.612345,5.0,2013
暴走神探,2440,49.50113,7.0,2015
暴躁天使,116,29.324167,2.0,2013
暴雪将至,2717,31.488273999999997,5.0,2017
暴风,4360,36.990221779816515,5.568807339449541,2023
暹罗决：九神战甲,254,29.458784,2.0,2018
曾经炽热的我们,92,36.27471,2.0,2023
曾经相爱的我们,3603,34.027603,3.0,2021
替身传奇乐翻天,10,22.02174,84.0,2011
替身纸人,463,32.46516,2.0,2023
替身纸人2,391,33.3995,2.0,2024
最佳嫌疑人,875,30.431519,4.0,2014
最佳男友进化论,1953,34.21069,3.0,2019
最初的梦想,1912,33.463192,4.0,2022
最可爱的人,522,31.50426207471264,2.553639846743295,2020
最后58天,93,36.04133,5.0,2022
最后一公里,823,25.138270000000002,42.0,2018
最后一球,609,31.024157999999996,5.0,2018
最后一间房,1461,31.695137,3.0,2021
最后的告别,4,34.303776,8.0,2025
最后的巫师猎人,17962,28.807247,16.0,2016
最后的真相,5468,38.63694,5.0,2023
最后的里程,690,40.18462,2.0,2024
最后的，最初的,150,35.185616,9.0,2024
最好的我们,41719,32.293823,10.0,2019
最好的相遇,1773,40.78947,2.0,2023
最强囍事,16712,33.64468284005505,36.96565342269028,2011
最爱,5823,31.515917,17.0,2011
最终幻想15：王者之剑,2873,29.535336999999995,4.0,2017
最萌身高差,619,30.208425999999996,4.0,2016
最遗憾是错过你,1185,32.467136,6.0,2023
最长1枪,810,33.760403,4.0,2019
月光武士,201,34.58807,4.0,2023
月半爱丽丝,2848,32.58165,3.0,2020
月照秋河,403,52.55216200000001,27.0,2021
月球陨落,15846,34.633823,4.0,2022
月色狰狞,93,27.020906,2.0,2012
有一个地方只有我们知道,28014,38.940933,23.0,2015
有一天,164,5.690468,15.0,2014
有一点动心,1447,37.10033,2.0,2021
有你真好！,177,36.774475,1.0,2024
有完没完,3742,28.720603999999998,8.0,2017
有招没招之爱情达人,34,33.485783,2.0,2013
有病才会喜欢你,2306,37.202705,1.0,2025
有种,21,34.298477,2.0,2013
有种你爱我,6746,37.79832,14.0,2015
望道,8087,42.137405,14.0,2023
朝云暮雨,1882,41.66053,2.0,2024
朝华,291,34.74550882474227,13.625429553264604,2021
朝花夕拾,2,28.309475,1.0,2025
朝花夕誓-于离别之朝束起约定之花,1725,31.212868,6.0,2019
朝颜,68,38.03871,9.0,2020
木兰：横空出世,839,37.767129241954706,5.853396901072705,2020
木星上行,28392,37.497528,18.0,2015
未择之路,745,32.629017,2.0,2018
未来机器城,1687,32.579185,4.0,2019
未来的未来,999,30.567766,3.0,2020
未知嫌疑人,141,30.246159,2.0,2020
末日崩塌,62858,37.411068,24.0,2015
末日浩劫,1678,30.99222029558999,10.775923718712754,2014
末日迷踪,3533,28.847755000000003,9.0,2016
末日逃生,3424,31.888403000000004,3.0,2020
末路狂花钱,78181,40.081078,7.0,2024
朱同在三年级丢失了超能力,1516,38.551197,2.0,2024
机动战士高达NT,871,32.263077,4.0,2019
机动战士高达：跨时之战,2230,42.354534,2.0,2025
机动部队—同袍,153,25.48077,207.0,2014
机器之血,30543,34.20318082614674,18.599548177978587,2017
机器人之梦,1194,40.68884850502513,4.030150753768845,2024
机器纪元,2080,29.94922,9.0,2014
机械师,8900,31.361301,20.0,2012
机械师2：复活,33838,31.947641000000004,14.0,2016
机械战警,31479,36.823040000000006,20.0,2014
杀戒,943,31.280844,7.0,2013
杀手欧阳盆栽,585,30.689707000000002,9.0,2012
杀掉那个魔术师,303,33.73118,1.0,2022
杀生,1905,32.83223,13.0,2012
杀破狼2,55956,36.18794,25.0,2015
杀破狼·贪狼,52291,32.32158,18.0,2017
杂技小精灵,48,32.53929125,164.75,2011
权力有限,24,40.60778,53.0,2012
李三娘,1347,31.38531784706756,38.0920564216778,2015
李保国,1254,28.606180000000002,20.0,2018
李可乐寻人记,310,28.635341999999998,3.0,2014
李学生,477,27.784945,28.0,2018
李宗伟：败者为王,662,29.503124,4.0,2018
李小龙我的兄弟,6,10.716269000000002,150.0,2011
李明瑞,128,25.197134,54.0,2023
李献计历险记,697,32.742977,9.0,2011
李米的猜想,251,217.49315,110.0,2015
李茂扮太子,46205,39.027462,7.0,2022
李茶的姑妈,60438,34.69147,15.0,2018
李雷和韩梅梅——昨日重现,4072,28.905548,8.0,2017
杜拉拉追婚记,4959,32.733707,10.0,2015
来历不明,18,28.455929,2.0,2013
来处是归途,126,31.345,9.0,2022
来电不善,496,34.999012,141.0,2015
来电狂响,64137,34.9423041461247,17.674353337387156,2018
来福大酒店,5644,41.45765,3.0,2024
来自汪星的你,609,37.026897,1.0,2024
杨光的快乐生活,202,28.826555,5.0,2013
杨善洲,8291,32.514282,63.0,2011
杨闇公,4,14.740741,270.0,2011
杨门女将之军令如山,3477,30.719652,17.0,2011
极乐空间,15985,33.923393,17.0,2013
极南之地,286,33.15905,18.0,2021
极品飞车,41154,38.31865,22.0,2014
极地大冒险2,2404,33.7217,13.0,2014
极地大反攻,399,25.308110999999997,11.0,2015
极寒之城,647,39.090607,2.0,2023
极寒风暴,85,30.774008000000002,1.0,2020
极度危机,315,31.335955,11.0,2019
极盗者,24779,33.42686,17.0,2015
极盗行动,150,32.61312,2.0,2021
极盗车神,10885,29.781366000000002,10.0,2017
极致追击,1762,35.979614,6.0,2017
极速之巅,1554,33.776352,9.0,2016
极速保镖,208,66.20357,8.0,2023
极速先锋,41,34.3498,5.0,2011
极速天使,2445,32.17579513169734,16.78568507157464,2011
极速蜗牛,11310,35.85149,19.0,2013
极速车王,1566,32.178963,4.0,2020
极速风流,1994,29.99134,7.0,2015
极限守护,36,47.58498,23.0,2025
极限挑战之皇家宝藏,12531,30.998544999999996,15.0,2016
极限父子,45,30.710943000000004,25.0,2020
极限特工：终极回归,112517,36.208206,23.0,2017
枕边有张脸,2352,29.06714,9.0,2013
枕边诡影,406,26.025158,5.0,2015
林中小屋,391,31.795618,8.0,2014
林肯律师,391,32.593376,9.0,2012
果宝特攻之水果大逃亡,832,32.487,8.0,2016
柔道龙虎榜,1,74.10961,180.0,2025
柠檬,163,31.479446,4.0,2013
查无此人,286,31.059399,7.0,2012
柳浪闻莺,341,38.82093,1.0,2022
柳青,358,32.759293,7.0,2021
栀子花开,37838,31.6107,32.0,2015
校花诡异事件,795,27.765211,9.0,2013
根据地,3,21.245272,88.0,2025
桂宝之爆笑闯宇宙,6414,33.124218,14.0,2015
桂香街,1165,33.787758,60.0,2019
桃姐,7035,31.5886,19.0,2012
桃李无言,4,25.0,79.0,2025
梅根,2235,33.683018,2.0,2023
梅艳芳,11334,33.51103,5.0,2021
梅艳芳菲,96,28.596825,7.0,2020
梦境人生,734,36.76264,3.0,2021
梦境俏佳人,263,40.47586,17.0,2021
梦境历险记,30,30.785374,3.0,2022
梦宅诡影,1781,32.26236199663111,15.057832678270634,2011
梦幻岛,206,35.0262,23.0,2013
梦幻飞琴,65,35.01762,3.0,2013
梦想合伙人,8084,27.938541,12.0,2016
梦游,890,34.70477,9.0,2011
检察方的罪人,1338,34.509476,5.0,2019
检察风云,6183,37.967697,6.0,2023
棉花糖和云朵妈妈1宝贝芯计划,1291,33.079876,5.0,2023
棒！少年,715,37.77904,7.0,2020
森林奇缘,798,29.746813,5.0,2019
森林战士,4992,34.079235,16.0,2013
椰林深处,19,25.022018,53.0,2025
楝树花开,7,27.94536,3.0,2025
楼,369,29.130466,4.0,2013
模仿游戏,5247,35.029827,24.0,2015
模特魅影,327,29.11609,5.0,2013
横冲直撞好莱坞,32176,36.203255,19.0,2015
横财局中局,464,45.52105021767241,9.010775862068966,2019
樱桃小丸子：来自意大利的少年,2584,26.656054000000005,6.0,2016
橙妹儿的时代,68,43.911884,2.0,2020
橡树餐厅,76,29.958303,12.0,2023
欢乐丛林之外星人大冒险,390,31.27923,5.0,2023
欢乐喜剧人,6685,31.476856,7.0,2017
欢乐好声音,21569,34.290455,12.0,2017
欢迎来到我身边,4555,42.86203,3.0,2024
欧洲攻略,15322,34.459267,14.0,2018
欲念游戏,747,31.577278,2.0,2019
歌声的翅膀,2268,44.869152,34.0,2021
歌带你回家,332,27.965300000000003,10.0,2021
止杀令,449,31.283712,4.0,2013
正义联盟,69055,35.484173,13.0,2017
此心安处,528,39.23927,1.0,2025
此情可问天,101,41.32169999999999,82.0,2023
步步追魂,474,36.06556,7.0,2013
武侠,17010,33.822166,29.0,2011
武替道,9,37.090187,1.0,2025
武林外传,18643,35.90818,33.0,2011
武林怪兽,7911,32.58356,7.0,2018
武汉日夜,2430,31.843994,3.0,2021
武陵山上的星光,781,56.823757,37.0,2019
歪打正好,2,31.661726,0.0,2025
死亡派对,546,29.42109,4.0,2014
死亡游戏,551,25.951118,4.0,2016
死亡笔记,443,31.769741000000003,5.0,2016
死亡迷局,258,27.452444,6.0,2012
死亡邮件,631,29.02078,4.0,2014
死侍2：我爱我家,28680,32.71037,8.0,2019
死侍与金刚狼,43068,43.38691,9.0,2024
死寂逃亡,990,29.946074,4.0,2019
死无对证,2949,31.974312,3.0,2020
歼十出击,523,28.386967,12.0,2011
残团,42,58.8285,12.0,2013
残梦,58,30.318512000000002,5.0,2012
母亲的直觉,211,42.92122,2.0,2024
毒。诫,4027,31.594639,7.0,2017
毒战,14692,32.18385,20.0,2013
毒液：最后一舞,68499,41.32691702264267,5.996496299216047,2024
毒液：致命守护者,187014,35.510853,17.0,2018
毒舌律师,18712,34.718945,5.0,2023
比利·林恩的中场战事,16487,43.543396,10.0,2016
比得兔,16840,30.049826,15.0,2018
比得兔2：逃跑计划,19783,32.814682,7.0,2021
比悲伤更悲伤的故事,95843,30.74999099579521,15.024832277787631,2019
毕业作品,457,27.266439999999996,3.0,2018
毕业的我们,348,30.943726,20.0,2019
毕业那年,1491,30.276760517102616,33.0167672702884,2012
毕业那年：分手季,1409,33.92147,64.0,2019
毛丰美,625,30.103140000000003,113.0,2016
毛泽东与齐白石,225,34.824856,66.0,2013
民工 老大 老板,500,32.374912,132.0,2015
民警攻略,374,37.424633,26.0,2019
气·球,668,36.32442,4.0,2020
水墨大别山,598,40.00974,134.0,2016
水形物语,10543,31.346304,9.0,2018
水族魂1944,455,40.00459,100.0,2019
水果宝贝之水果总动员,392,25.067358,5.0,2016
水饺皇后,41023,39.362267,4.0,2025
永不失联的爱,402,34.12743,1.0,2025
永不妥协,451,37.051815000000005,6.0,2022
永不消逝的电波（⿊⽩转彩⾊修复故事⽚）,304,20.895952,2.0,2021
永不消逝的电波（舞台纪录电影·舞剧）,224,41.185062,2.0,2024
永安镇故事集,323,44.31851,2.0,2023
永无止境,4496,30.966076000000005,17.0,2011
永远是少年,654,43.401443,18.0,2021
永远的焦裕禄,1009,22.629528,58.0,2014
求爱嫁期,368,30.339355,4.0,2014
江南,507,37.519653,10.0,2019
江南爱情故事,119,40.09657,5.0,2014
江南：在爱开始的地方等你,355,45.587447247887326,4.985915492957746,2024
江山美人,174,24.858377000000004,131.0,2014
江湖儿女,6995,33.936447,6.0,2018
江湖论剑实录,1085,29.616884,9.0,2014
江豚·风时舞,763,38.39016,1.0,2024
汪星卧底,1499,29.734726,6.0,2018
汪汪队立大功之超能救援,7796,29.88335,6.0,2020
汪汪队立大功大电影,8250,32.945457,5.0,2022
汪汪队立大功大电影2：超能大冒险,13735,32.69595,8.0,2023
汽车人总动员,583,27.605309,6.0,2015
沉睡魔咒,29613,36.771404,24.0,2014
沉睡魔咒2,34613,35.14097,11.0,2019
沉默的证人,18121,33.21276,11.0,2019
沉默笔录,144,42.960907,1.0,2023
沐浴之王,40499,34.22468715928789,8.973209215042347,2020
沙丘,26301,42.62362686323714,7.208281053952321,2021
沙丘2,35269,47.82068,7.0,2024
沙漏,3006,38.32414,3.0,2024
没有一顿火锅解决不了的事,5442,40.447174,8.0,2024
没有过不去的年,5079,39.509045,11.0,2021
河东狮吼2,7088,30.985015999999998,18.0,2012
河边的错误,30969,41.943657,5.0,2023
沼泽深处的女孩,784,34.65471,1.0,2022
泄密者,7082,32.461643,8.0,2018
泡沫之夏,807,28.251972,6.0,2016
泡芙小姐,1934,29.51259,3.0,2018
泡菜,1969,41.40555729608939,112.59776536312849,2017
波提切利，佛罗伦萨和美第奇家族,231,47.69738456277056,6.2770562770562774,2024
波斯语课,3632,37.346718,4.0,2021
波西·杰克逊与神火之盗,3,47.658863,46.0,2011
波西米亚狂想曲,9907,39.53877,12.0,2019
波鲁鲁冰雪大冒险,1219,33.18132,10.0,2013
泪光中的妈妈,140,24.667517,4.0,2024
泰勒·斯威夫特：时代巡回演唱会,10114,49.98225475677279,22.6770812734823,2023
泰坦尼克号,100530,44.41250143399981,51.352282900626676,2012
泰山归来：险战丛林,30535,33.559845,19.0,2016
泰迪熊之玩具大战,729,28.537733,5.0,2016
泳者之心,1021,43.405407,7.0,2024
洋妞到我家,734,29.887697,7.0,2014
洛克王国2：圣龙的心愿,6893,28.892735,18.0,2013
洛克王国3圣龙的守护,4756,33.944187,15.0,2014
洛克王国4：出发！巨人谷,7684,33.972572,14.0,2015
洛克王国！圣龙骑士,2695,27.429333311688318,24.12356215213358,2011
洛杉矶之战,22597,31.843866,32.0,2011
洛杉矶捣蛋计划,896,27.193075,6.0,2016
洞庭情缘,118,36.077686,19.0,2021
活着唱着,50,25.747953,6.0,2020
派饭,20,10.781388,402.0,2011
流浪地球,468691,44.6103400608802,28.9821886914833,2019
流浪地球2,404375,50.77479879453477,20.942231839258113,2023
流浪地球：飞跃2020特别版,419,13.142225999999999,4.0,2020
流浪猫鲍勃,5298,32.418728,6.0,2018
流浪猫鲍勃2：鲍勃的礼物,1480,33.600643,2.0,2021
测谎人,2789,35.12206,4.0,2021
济公之降龙降世,4065,34.790615,4.0,2021
浏阳河上,237,31.95202744725739,36.312236286919834,2022
浪漫天降,784,33.380066,7.0,2015
浪矢解忧杂货店,2876,30.519185999999998,6.0,2018
浮出水面的影子,208,30.152203,7.0,2012
浮城大亨,885,30.873087,6.0,2012
浮城谜事,552,30.405878000000005,5.0,2012
浴火之路,46195,39.477936,8.0,2024
浴血困牛山,71,38.14493,19.0,2025
浴血大别山,81,30.75564,6.0,2022
浴血广昌,10036,44.66379030191312,65.70844958150657,2018
浴血誓言,543,39.789516,25.0,2022
海上钢琴师,15224,33.21399889641356,7.665987913820284,2019
海关战线,12929,43.255997,4.0,2024
海兽之子,1636,30.991652,2.0,2020
海啸奇迹,5506,30.720022,15.0,2013
海市蜃楼,11088,32.40891,9.0,2019
海底大冒险2,2628,32.85262483219178,15.345890410958905,2013
海底小纵队：洞穴大冒险,7762,32.59161,4.0,2022
海底小纵队：海啸大危机,3312,33.72805,3.0,2025
海底小纵队：火焰之环,5314,32.566845,6.0,2021
海底总动员2：多莉去哪儿,25366,32.3026,14.0,2016
海林都,4659,43.88420251191243,58.55827430779137,2019
海洋,2641,32.317158,24.0,2011
海洋之歌,1549,27.881040000000002,11.0,2016
海洋奇缘,22666,31.176297440042354,17.055678108179652,2016
海洋奇缘2,11172,40.4066815150376,4.0,2024
海王,201307,36.35985287529495,18.200772948779726,2018
海王2：失落的王国,46536,39.17443581962352,7.441421695031804,2023
海的尽头是草原,3612,36.59844,3.0,2022
海绵宝宝,5666,31.176401,13.0,2015
海绵宝宝：拯救比奇堡,3235,35.94513,3.0,2024
海绵宝宝：皮老板大电影,1250,36.972282,2.0,2025
海蒂和爷爷,2093,31.773625999999997,5.0,2019
海边的曼彻斯特,818,37.859867,17.0,2017
海鲜陆战队,209,26.451662000000002,8.0,2012
消失爱人,6410,30.474525,12.0,2016
消失的凶手,7698,42.582623,14.0,2015
消失的她,352386,41.529205,21.0,2023
消失的子弹,15890,32.22246243587162,27.42152297042165,2012
消失的木偶,288,32.49925,1.0,2024
消失的村庄,7,22.36512,4.0,2011
涉过愤怒的海,54911,42.310576999999995,8.0,2023
淘气大侦探,1041,31.612809999999996,4.0,2018
深夜前的五分钟,998,32.047977,7.0,2014
深夜食堂,2419,33.235764,3.0,2019
深夜食堂2,1388,31.431868,5.0,2017
深宅迷案,576,31.846972,3.0,2021
深宫怨灵,369,27.190218,5.0,2017
深度谜案,1857,32.4096743091007,17.815831987075928,2011
深海,91953,46.549366,11.0,2023
深海之战,2093,34.72486,13.0,2011
深海危机,203,34.359642,1.0,2023
深海历险记,1760,29.30806,7.0,2018
