Title,Box Office,Average Price,Average Attendance,year
金刚狼2,24972,37.48778,18.0,2013
金刚狼3：殊死一战,73008,32.372185,16.0,2017
金刚王：死亡救赎,1253,30.73552,7.0,2013
金刚：骷髅岛,115892,35.14932,20.0,2017
金太狼的幸福生活,550,30.596928,5.0,2013
金手指,57441,40.46514471558643,11.179262199474243,2023
金牌流浪狗,91,27.67437,5.0,2014
金的音像店,185,41.07269183243243,1.3027027027027027,2024
金箍棒传奇,1080,28.47583062962963,11.094444444444445,2012
金箍棒传奇2：沙僧的逆袭,549,30.154655,5.0,2015
金色记忆,2,10.210526,633.0,2011
金色面具英雄,524,33.64361331679389,20.53053435114504,2023
金蝉脱壳,25384,31.268194,22.0,2013
金蝉脱壳2：冥府,9132,30.032038,7.0,2018
金钱世界,1116,34.008923,8.0,2018
金钱堡垒,315,35.70778,1.0,2024
金陵十三钗,59214,41.26626766203938,42.20248589860506,2011
金陵御猫,200,100.0,80.0,2025
金龟子,2782,31.608212,7.0,2018
钟馗伏妖,73,32.124542,1.0,2022
钟馗伏魔：雪妖魔灵,40790,40.25153,32.0,2015
钢刀,938,31.343258,4.0,2016
钢琴搬来搬去,65,29.956095,30.0,2025
钢琴木马,87,28.05204,2.0,2013
钢的琴,645,33.125744,13.0,2011
钢铁侠3,75486,41.834953,33.0,2013
钢铁意志,10299,44.198284,6.0,2022
钢铁飞龙之再见奥特曼,4099,31.515661,12.0,2017
钢铁飞龙之奥特曼崛起,4442,35.608116,6.0,2019
钱学森,603,27.219133000000003,12.0,2012
钱来钱去,2,36.826817,1.0,2025
钻石照耀钟鼓楼,3,34.246395,1.0,2025
铁人,1,18.571428,700.0,2011
铁娘子：坚固柔情,552,33.475456,8.0,2013
铁拳,786,29.849229999999995,3.0,2016
铁甲钢拳,12226,33.544334,28.0,2011
铁线虫入侵,736,30.754385000000003,8.0,2012
铁血娇娃,491,33.22949,5.0,2013
铁血战士,21687,35.143795,6.0,2018
铁血精英,3332,31.842266,16.0,2012
铁血阳泉,323,42.774013133126935,71.40866873065015,2020
铁道英雄,14238,37.807835,4.0,2021
铁道飞虎,69911,36.70418501490466,19.134799959949078,2016
铃芽之旅,80788,33.220142,9.0,2023
铜雀台,10434,32.09527591489361,20.449108683151238,2012
铠甲勇士之雅塔莱斯,4428,29.888270000000002,20.0,2014
铠甲勇士捕王,1856,25.909134,12.0,2016
铤而走险,4428,35.5934,4.0,2019
银河写手,425,39.66913,1.0,2024
银河守卫队,257,30.427906,6.0,2017
银河宝贝,49,24.636375,31.0,2022
银河护卫队,59629,38.593582,23.0,2014
银河护卫队2,68615,37.273075,17.0,2017
银河护卫队3,60619,39.27044,8.0,2023
银河补习班,87833,34.123258662279554,16.024045632051735,2019
银翼杀手2049,7696,35.202976,7.0,2017
银行家,1940,36.880642,3.0,2021
银魂 真人版,8144,30.685873,8.0,2017
锁里,707,39.93161,110.0,2017
错乱空间,162,32.153328,1.0,2022
错爱迷踪,528,29.531046,3.0,2021
错过你的那些年,5254,37.94601,3.0,2024
镇海保卫战,111,29.488884,121.0,2014
镜世界,231,31.386993,1.0,2022
镰仓物语,4851,31.944203999999996,6.0,2018
长城,117311,35.16189083726164,22.171526966780608,2016
长安三万里,182439,41.31664,19.0,2023
长安伏妖,304,32.439865,2.0,2021
长安诡事传,107,25.416245,15.0,2023
长安道,2614,38.66816220657995,8.791889824024484,2019
长江7号爱地球,10,30.645159999999997,221.0,2011
长江7号：超萌特攻队,829,29.94909,7.0,2015
长江图,326,30.5363,4.0,2016
长沙夜生活,2068,37.48009,5.0,2023
长津湖,577534,46.38688835824731,21.990899237101193,2021
长津湖之水门桥,406745,49.28669699999999,19.0,2022
长空之王,85059,43.110536988137646,9.993181203635125,2022
门前宝地,251,38.60872,1.0,2024
门锁,24226,34.368973,5.0,2021
闪光少女,6489,32.241383,10.0,2017
闪电侠,18509,37.94408,7.0,2023
闪耀的星空,164,35.038857,11.0,2022
闪闪的红星,2680,38.61486311007462,91.20335820895522,2018
闪魂,527,29.053108,5.0,2014
问山,1,33.65884,7.0,2025
闯入者,1002,35.103657,8.0,2015
闯堂兔,91,24.552029999999995,9.0,2011
闯堂兔2：疯狂马戏团,2066,33.46843308809294,14.031945788964181,2014
闯堂兔3囧囧时光机,501,29.850224,3.0,2019
间谍同盟,3025,30.0263,9.0,2016
间谍过家家 代号：白,29337,38.81177000000001,7.0,2024
闹在碗中,499,40.0,156.0,2015
闺蜜,20443,31.873175,23.0,2014
闺蜜2,6435,31.610119,9.0,2018
闺蜜心窍,399,28.288639999999997,2.0,2020
阁楼,4,32.5918,1.0,2025
阳光劫匪,4374,36.88604,7.0,2021
阳光姐妹淘,9497,36.08188,5.0,2021
阳光照耀青春里,601,40.67092,1.0,2025
阳台上,399,32.257267,2.0,2019
阴阳师0,278,39.42163,1.0,2025
阿丽塔：战斗天使,89678,37.83204,14.0,2019
阿修罗,4984,36.4226,13.0,2018
阿凡提之奇缘历险,7839,34.037855855593826,12.111748947569843,2018
阿凡达,37551,34.90002900881468,7.997683150914756,2021
阿凡达：水之道,169804,50.42712382374974,7.562224682575204,2022
阿唐奇遇,3039,29.908772,8.0,2017
阿嬷的梦中情人,43,30.661922,3.0,2013
阿尔法：狼伴归途,11457,34.049397,7.0,2018
阿拉丁,36814,36.583332,10.0,2019
阿拉丁与神灯,1693,25.39153,5.0,2016
阿拉姜色,244,31.753937,4.0,2018
阿爸的刀,4,39.71991,2.0,2025
阿狸,346,37.851925,2.0,2024
阿盖尔：神秘特工,1541,44.39223,4.0,2024
阿童木,249,27.724119357429718,117.80321285140562,2011
阿莫阿依,1345,45.233456,48.0,2024
阿里巴巴2所罗门封印,2201,37.11911592457973,81.03271240345298,2016
阿里巴巴三根金发,1031,38.41970629097963,6.0,2018
阿里巴巴与神灯,2223,34.594225874943774,5.8627980206927575,2020
阿里巴巴大盗奇兵,1573,28.60845,8.0,2015
阿飞正传,1974,33.49341,9.0,2018
陆垚知马俐,19162,28.885426000000002,18.0,2016
陈真,160,32.72799,12.0,2022
陌路惊魂,148,32.17338,2.0,2024
陌路无期,212,42.72797,4.0,2024
降临,10895,31.805243999999995,9.0,2017
降魔传,9176,33.536266,7.0,2017
除暴,53806,37.098503,8.0,2020
陪你在全世界长大,130,36.887897,1.0,2022
陪你很久很久,9257,31.693558,5.0,2021
陪安东尼度过漫长岁月,6257,31.278537999999998,12.0,2015
隐入尘烟,10973,34.88558,6.0,2022
隐婚男女,1402,30.981514000000004,13.0,2011
隐形人,2561,34.685307,6.0,2020
隔窗有眼,168,28.897135,5.0,2013
隧道尽头,815,33.430267,6.0,2019
难忘的岁月,293,32.530725467576794,60.477815699658706,2020
雀斑公主,1429,31.88301,2.0,2022
雄狮,1717,31.100788000000005,8.0,2017
雄狮少年,24977,39.11140771405693,5.677223045201585,2021
雄狮少年2,8404,38.44765729652546,3.1968110423607805,2024
雅典娜：无间谍局,320,31.042539999999995,7.0,2012
雨中的树,2367,25.882252,39.0,2012
雨果,2003,39.71703,14.0,2012
雪人奇缘,14543,37.915036542254,13.245753970982603,2019
雪国列车,7477,30.819582,13.0,2014
雪域少年,1059,45.84788715203022,51.03777148253069,2023
雪怪大冒险,7509,32.97603,8.0,2018
雪暴,2820,35.012177,5.0,2019
雪牦牛,3,35.110588,29.0,2025
雪花秘扇,3456,34.066097,20.0,2011
雪豹,879,41.67283535836178,5.599544937428896,2024
雪豹和她的朋友们,277,38.63964,4.0,2023
零零后,511,30.856722,13.0,2019
雷神,9780,37.180126885889564,26.970552147239264,2011
雷神2：黑暗世界,34235,38.86915,22.0,2013
雷神3：诸神黄昏,74371,35.466118,15.0,2017
雷锋的微笑,30,25.440134,29.0,2013
雷霆沙赞！,29472,36.913815,8.0,2019
雷霆沙赞！众神之怒,4121,36.742756,2.0,2023
雷霆特攻队*,11661,43.970737,4.0,2025
霍比特人1：意外之旅,31576,44.164345,28.0,2013
霍比特人2：史矛革之战,46259,40.730854,26.0,2014
霍比特人3：五军之战,76129,45.45982,30.0,2015
露水红颜,6589,31.358854000000004,12.0,2014
霹雳娇娃,7594,32.817894,6.0,2019
青年邓颖超,164,21.156305152439025,46.84756097560975,2024
青年马克思,2079,32.912643,11.0,2018
青春之骏,304,30.857810999999998,15.0,2021
青春作伴好还乡,1040,40.04217,54.0,2021
青春再见青春,303,43.72909,10.0,2021
青春正好,114,112.96212,12.0,2022
青春派,2713,28.291836,14.0,2013
青春逗,367,32.750587,4.0,2017
青春雷锋,88,23.70597,10.0,2013
青木劫,74,30.38509,1.0,2023
青禾男高,3041,29.73128,6.0,2017
青花运,500,40.0,139.0,2015
青蛙总动员,1249,29.038439922337872,7.421136909527622,2016
青蛙王国,1755,32.46483292592592,12.829629629629629,2013
青蛙王国-极限运动,1500,42.368042,3.0,2022
青蛙王国之冰冻大冒险,318,31.879349000000005,5.0,2016
青蛙王国之奇幻女王历险,422,32.402287,2.0,2023
青蛙王子历险记,1120,36.266953,5.0,2019
青蛙王子历险记2,355,30.665709,1.0,2022
青蜂侠,13801,41.75381,30.0,2011
青魇,805,30.194057,10.0,2012
非凡任务,15636,35.048508,11.0,2017
非常小特工之时间大盗,2885,35.271122,14.0,2012
非常幸运,13660,32.257214,17.0,2013
非常父子档,676,28.39306,4.0,2016
非常绑匪,180,30.401388,6.0,2012
非常营救,136,27.316788,3.0,2012
非标准恋爱,179,35.33844,1.0,2025
非正式爱情,212,32.59846,1.0,2021
非狐外传,589,30.244085,6.0,2014
非礼勿言,324,41.357746,2.0,2024
非秀不可,32,21.341091,11.0,2013
非诚勿扰2,12746,47.888172,20.0,2011
非诚勿扰3,10222,41.48419775503815,6.959694775973391,2023
靠近我一点,719,41.76427,1.0,2023
面向群众,301,48.955044,121.0,2019
革命到底,1,17.875,53.0,2011
革命者,13692,36.6856,5.0,2021
音乐家,498,29.588596,5.0,2019
音乐课,65,29.874212,118.0,2025
风中有朵雨做的云,6498,35.95215,7.0,2019
风云1927,70,22.750534,49.0,2014
风云决,343,28.84079990962099,164.92419825072886,2012
风再起时,4904,43.181004,5.0,2023
风味快餐车,120,34.98548,5.0,2025
风声,1194,19.593687,10.0,2020
风平浪静,8352,34.03937,4.0,2020
风暴,31455,38.612204309871245,22.802575107296136,2013
风流一代,1030,38.824757,3.0,2024
风语咒,11285,35.093338,11.0,2018
风起前的蒲公英,3,39.0155,19.0,2025
风起秋浦河,12,29.05954,1.0,2025
风雨日昇昌,85,44.461,17.0,2020
飓风奇劫,9513,30.490309,7.0,2018
飓风营救2,11549,31.97891,17.0,2012
飓风营救3,20394,37.360073,15.0,2015
飘落的羽毛,22,26.618967,2.0,2013
飞兔大联盟,321,30.393932,3.0,2023
飞天,6543,33.837845,67.0,2011
飞奔去月球,582,34.121334,3.0,2020
飞越老人院,513,28.986841,7.0,2012
飞驰人生,172824,41.705159763181044,25.059019580613803,2019
飞驰人生2,336118,48.021324,19.0,2024
飞鸭向前冲,1613,33.62588823310601,4.865468071915685,2023
飞鹰艾迪,669,30.513514,5.0,2016
食人岛,318,30.51306,4.0,2016
食人虫,2246,37.110195,7.0,2014
食神,644,39.007423,2.0,2024
食神归来,154,59.046066,18.0,2020
饥饿游戏,17458,34.246910579562375,25.983503264978808,2012
饥饿游戏2：星火燎原,17193,32.431744,20.0,2013
饥饿游戏3：嘲笑鸟（上）,22292,43.436,19.0,2015
饥饿游戏3：嘲笑鸟（下）,14322,34.35335,16.0,2015
饥饿游戏：鸣鸟与蛇之歌,5739,38.052925,4.0,2023
饭局也疯狂,4378,31.41689,27.0,2012
饮食男女-好远又好近,450,30.735168,6.0,2012
香气,217,32.896015,6.0,2014
香港大营救,678,27.251293,8.0,2018
马小乐之玩具也疯狂,741,29.088629,6.0,2016
马戏之王,10125,33.293613,8.0,2018
马永贞之闸北决,530,34.14505,4.0,2020
马背上的婚礼,282,48.58634363829787,45.258865248226954,2023
马达加斯加3,20976,38.75367301773455,23.99141876430206,2012
马达加斯加的企鹅,25306,34.792873,22.0,2014
驯龙骑士,1182,34.942913,7.0,2014
驯龙高手2,40280,37.161568,24.0,2014
驯龙高手3,36794,35.659866,11.0,2019
驱魔者,3600,36.574093000000005,16.0,2011
驴得水,17276,29.922623,11.0,2016
骄傲的少年,309,34.601658,23.0,2020
骆驼客,37,31.008404000000002,2.0,2012
骇战,298,32.761864,4.0,2013
骑遇,316,66.86724,73.0,2019
骡子,1080,36.485416,6.0,2019
高举爱,371,31.007396999999997,7.0,2012
高卢英雄：魔法的秘密,152,34.005894,1.0,2021
高海拔之恋Ⅱ,2137,34.12513,12.0,2012
高跟鞋先生,12970,28.256018,21.0,2016
高铁作证,211,30.910809,35.0,2022
高铁英雄,106,26.343287,6.0,2013
魁拔Ⅲ战神崛起,2409,34.23224,14.0,2014
魁拔之十万火急,458,25.89133255458515,61.22707423580786,2011
魁拔之大战元泱界,2523,34.106976,13.0,2013
魅妆,682,29.175561999999996,9.0,2012
魔兽,146874,37.071747,25.0,2016
魔卡行动,282,30.603339999999996,3.0,2015
魔发精灵,5466,31.326857,9.0,2016
魔发精灵2,691,31.229241999999996,3.0,2020
魔境仙踪,16420,40.238476,24.0,2013
魔宫魅影,8829,31.70968,13.0,2016
魔幻仙踪,2179,33.26097,15.0,2014
魔幻奇缘之宝石公主,814,32.018414525798526,3.5823095823095823,2023
魔弦传说,4369,33.07278,6.0,2017
魔法坏女巫,1533,47.18951370058709,3.0939334637964775,2024
魔法奇幻秀,1768,30.577583,16.0,2011
魔法学院,192,31.549894,4.0,2021
魔法总动员,4575,32.51548,16.0,2015
魔法满屋,7668,37.78174,5.0,2022
魔法精灵,631,32.81293600950872,4.0,2021
魔法老师,829,26.43484,3.0,2016
魔法鼠乐园,397,29.948798216624688,1.7607052896725441,2021
魔警,10813,31.149363,15.0,2014
魔轮,787,28.742697,5.0,2016
魔都凶音,410,25.813672999999998,8.0,2016
魔镜,1036,31.465975,8.0,2015
魔镜奇缘,1582,30.266472,8.0,2015
魔镜奇缘2,2063,29.588999,7.0,2018
魔镜奇缘3,506,38.82638082411067,6.907114624505929,2019
鲁滨逊漂流记,5357,29.795622,13.0,2016
鲛珠传,11377,34.923805,14.0,2017
鲨海,3870,28.39789,6.0,2017
鲨海逃生,4753,30.383149999999997,4.0,2020
鲨滩,10157,32.473454,10.0,2016
鳄鱼莱莱,591,30.838273999999995,2.0,2023
鸡妈鸭仔,350,26.08346,10.0,2011
鸡排英雄,81,28.15882,8.0,2011
鸣梁海战,2637,31.124005999999998,9.0,2014
鸳鸯楼·惊魂,13003,32.92200670029994,3.984311312773975,2024
鸿门宴传奇,13960,32.617397,23.0,2011
鹦鹉杀,3939,41.294132,2.0,2023
鹭世界,472,28.396961,8.0,2020
鹭语,498,34.993114,128.0,2015
麦兜·饭宝奇兵,2033,28.276578871126414,5.931136251844564,2016
麦兜响当当,1254,27.488303894736845,4.3086124401913874,2011
麦兜当当伴我心,4684,30.340353,16.0,2012
麦兜我和我妈妈,4375,31.296126999999995,17.0,2014
麦兵兵之夺宝联“萌”,606,26.369606,4.0,2018
麦子的盖头,318,27.935108,15.0,2019
麦路人,1803,34.217587,3.0,2020
麻烦家族,3233,31.802662,6.0,2017
黄克功案件,83,26.961632,14.0,2014
黄大年,951,41.53775000000001,24.0,2019
黄沙武士,427,31.769785,8.0,2011
黄玫瑰,1375,40.276154,84.0,2019
黄花塘往事,54,69.9372,80.0,2020
黄金兄弟,31749,34.412315,11.0,2018
黄金大劫案,15015,32.54367,23.0,2012
黄金时代,5127,38.122467,16.0,2014
黄雀在后！,10141,38.2902,4.0,2024
黄飞鸿之英雄有梦,18333,37.099857,17.0,2014
黎明的一切,168,41.630184,2.0,2025
黑处有什么,760,29.414547,6.0,2016
黑子的篮球·终极一战,679,29.117153000000002,5.0,2018
黑客帝国：矩阵重启,8576,38.04702,3.0,2022
黑客悲情,2,24.358974,2.0,2011
黑暗中的救赎,103,35.155075,6.0,2012
黑暗深处之惊魂夜,228,28.384943,3.0,2018
黑暗终结者,308,29.526815,10.0,2011
黑暗迷宫,412,32.23023,2.0,2018
黑暗迷踪,153,30.721351999999996,1.0,2025
黑月,91,26.807947,4.0,2014
黑炮事件,4,58.622597,37.0,2025
黑猫警长,1,9.727273,157.0,2011
黑猫警长之翡翠之星,7058,31.070280000000004,15.0,2015
黑白迷宫,3318,29.457247,6.0,2017
黑白魔女库伊拉,15473,36.49263,7.0,2021
黑盒子,515,27.724283,4.0,2016
黑瞳,984,41.574566,56.0,2015
黑衣人3,50342,40.71922,28.0,2012
黑衣人：全球追缉,30796,36.3379,8.0,2019
黑衣女人,1801,29.384056,8.0,2012
黑豹,66260,36.06936,17.0,2018
黑豹2,10622,40.80739,6.0,2023
黑金,314,34.0669,10.0,2012
默杀,135128,41.193794,10.0,2024
鼠来宝4：萌在囧途,6256,27.676449,13.0,2016
鼠胆英雄,10163,35.407845,13.0,2019
鼠辈之名,254,51.84000538976378,60.16535433070866,2021
龙与地下城：侠盗荣耀,8232,36.9423,5.0,2023
龙之战,6536,38.76812,46.0,2017
龙之谷：破晓奇兵,5714,35.26182,17.0,2014
龙卷风,2037,41.126404,4.0,2024
龙在哪里？,2458,33.45376191049633,11.593978844589097,2015
龙女孩,142,34.36981,1.0,2022
龙拳小子,495,25.30028,9.0,2016
龙牌之谜,2083,35.649391783485356,8.605856937109937,2019
龙猫,17370,30.79498930569948,10.755613126079448,2018
龙珠Z：复活的弗利萨,1098,29.663103,4.0,2016
龙珠超：布罗利,3165,31.54433,3.0,2019
龙珠超：超级人造人,1115,31.910913000000004,1.0,2023
龙神之子,200,27.837238,3.0,2020
龙虎劫之激战归来,148,28.629162,82.0,2021
龙虎门,351,23.96918307977208,146.50712250712252,2013
龙虾刑警,6879,32.172802,6.0,2018
龙门飞甲,53969,44.16587750078749,37.02410643146992,2011
龙马精神,21081,41.572433,4.0,2023
龙骑侠,1015,36.216045,10.0,2015
龟兔再跑,1123,28.622953,10.0,2014
龟兔大作战,1008,58.29214013888889,9.67361111111111,2018
